0	0.000
1	0.000
2	0.000
3	0.000
4	0.000
5	0.000
6	0.000
7	0.000
8	0.000
9	0.000
10	0.000
11	0.000
12	0.000
13	0.000
14	0.000
15	0.000
16	0.000
17	0.000
18	0.000
19	0.000
20	0.000
21	0.000
22	0.000
23	0.000
24	0.000
25	0.000
26	0.000
27	0.000
28	0.000
29	0.000
30	0.000
31	0.000
32	0.000
33	0.000
34	0.000
35	0.000
36	0.000
37	0.000
38	0.000
39	0.000
40	0.000
41	0.000
42	0.000
43	0.000
44	0.000
45	0.000
46	0.000
47	0.000
48	0.000
49	0.000
50	0.000
51	0.000
52	0.000
53	0.000
54	0.000
55	0.000
56	0.000
57	0.000
58	0.000
59	0.000
60	0.000
61	0.000
62	0.000
63	0.000
64	0.000
65	0.000
66	0.000
67	0.000
68	0.000
69	0.000
70	0.000
71	0.000
72	0.000
73	0.000
74	0.000
75	0.000
76	0.000
77	0.000
78	0.000
79	0.000
80	0.000
81	0.000
82	0.000
83	0.000
84	0.000
85	0.000
86	0.000
87	0.000
88	0.000
89	0.000
90	0.000
91	0.000
92	0.000
93	0.000
94	0.000
95	0.000
96	0.000
97	0.000
98	0.000
99	0.000
100	0.000
101	0.000
102	0.000
103	0.000
104	0.000
105	0.000
106	0.000
107	0.000
108	0.000
109	0.000
110	0.000
111	0.000
112	0.000
113	0.000
114	0.000
115	0.000
116	0.000
117	0.000
118	0.000
119	0.000
120	0.000
121	0.000
122	0.000
123	0.000
124	0.000
125	0.000
126	0.000
127	0.000
128	0.000
129	0.000
130	0.000
131	0.000
132	0.000
133	0.000
134	0.000
135	0.000
136	0.000
137	0.000
138	0.000
139	0.000
140	0.000
141	0.000
142	0.000
143	0.000
144	0.000
145	0.000
146	0.000
147	0.000
148	0.000
149	0.000
150	0.000
151	0.000
152	0.000
153	0.000
154	0.000
155	0.000
156	0.000
157	0.000
158	0.000
159	0.000
160	0.000
161	0.000
162	0.000
163	0.000
164	0.000
165	0.000
166	0.000
167	0.000
168	0.000
169	0.000
170	0.000
171	0.000
172	0.000
173	0.000
174	0.000
175	0.000
176	0.000
177	0.000
178	0.000
179	0.000
180	0.000
181	0.000
182	0.000
183	0.000
184	0.000
185	0.000
186	0.000
187	0.000
188	0.000
189	0.000
190	0.000
191	0.000
192	0.000
193	0.000
194	0.000
195	0.000
196	0.000
197	0.000
198	0.000
199	0.000
200	0.000
201	0.000
202	0.000
203	0.000
204	0.000
205	0.000
206	0.000
207	0.000
208	0.000
209	0.000
210	0.000
211	0.000
212	0.000
213	0.000
214	0.000
215	0.000
216	0.000
217	0.000
218	0.000
219	0.000
220	0.000
221	0.000
222	0.000
223	0.000
224	0.000
225	0.000
226	0.000
227	0.000
228	0.000
229	0.000
230	0.000
231	0.000
232	0.000
233	0.000
234	0.000
235	0.000
236	0.000
237	0.000
238	0.000
239	0.000
240	0.000
241	0.000
242	0.000
243	0.000
244	0.000
245	0.000
246	0.000
247	0.000
248	0.000
249	0.000
250	0.000
251	0.000
252	0.000
253	0.000
254	0.000
255	0.000
256	0.000
257	0.000
258	0.000
259	0.000
260	0.000
261	0.000
262	0.000
263	0.000
264	0.000
265	0.000
266	0.000
267	0.000
268	0.000
269	0.000
270	0.000
271	0.000
272	0.000
273	0.000
274	0.000
275	0.000
276	0.000
277	0.000
278	0.000
279	0.000
280	0.000
281	0.000
282	0.000
283	0.000
284	0.000
285	0.000
286	0.000
287	0.000
288	0.000
289	0.000
290	0.000
291	0.000
292	0.000
293	0.000
294	0.000
295	0.000
296	0.000
297	0.000
298	0.000
299	0.000
300	0.000
301	0.000
302	0.000
303	0.000
304	0.000
305	0.000
306	0.000
307	0.000
308	0.000
309	0.000
310	0.000
311	0.000
312	0.000
313	0.000
314	0.000
315	0.000
316	1.000
317	0.000
318	0.000
319	0.000
320	0.000
321	0.000
322	0.000
323	0.000
324	0.000
325	0.000
326	0.000
327	0.000
328	0.000
329	0.000
330	0.000
331	0.000
332	0.000
333	0.000
334	0.000
335	0.000
336	0.000
337	0.000
338	0.000
339	0.000
340	0.000
341	0.000
342	0.000
343	0.000
344	0.000
345	0.000
346	0.000
347	0.000
348	0.000
349	0.000
350	0.000
351	0.000
352	0.000
353	0.000
354	0.000
355	0.000
356	0.000
357	0.000
358	0.000
359	0.000
360	0.000
361	0.000
362	0.000
363	0.000
364	0.000
365	0.000
366	0.000
367	0.000
368	0.000
369	0.000
370	0.000
371	0.000
372	0.000
373	0.000
374	0.000
375	0.000
376	0.000
377	0.000
378	0.000
379	0.000
380	0.000
381	0.000
382	0.000
383	0.000
384	0.000
385	0.000
386	0.000
387	0.000
388	0.000
389	0.000
390	0.000
391	0.000
392	0.000
393	0.000
394	0.000
395	0.000
396	0.000
397	0.000
398	0.000
399	0.000
400	0.000
401	0.000
402	0.000
403	0.000
404	0.000
405	0.000
406	0.000
407	0.000
408	0.000
409	0.000
410	0.000
411	0.000
412	0.000
413	0.000
414	0.000
415	0.000
416	0.000
417	0.000
418	0.000
419	0.000
420	0.000
421	0.000
422	0.000
423	0.000
424	0.000
425	0.000
426	0.000
427	0.000
428	0.000
429	0.000
430	0.000
431	0.000
432	0.000
433	0.000
434	0.000
435	0.000
436	0.000
437	0.000
438	0.000
439	0.000
440	0.000
441	0.000
442	0.000
443	0.000
444	0.000
445	0.000
446	0.000
447	0.000
448	0.000
449	0.000
450	0.000
451	0.000
452	0.000
453	0.000
454	0.000
455	0.000
456	0.000
457	0.000
458	0.000
459	0.000
460	0.000
461	0.000
462	0.000
463	0.000
464	0.000
465	0.000
466	0.000
467	0.000
468	0.000
469	0.000
470	0.000
471	0.000
472	0.000
473	0.000
474	0.000
475	0.000
476	0.000
477	0.000
478	0.000
479	0.000
480	0.000
481	0.000
482	0.000
483	0.000
484	0.000
485	0.000
486	0.000
487	0.000
488	0.000
489	0.000
490	0.000
491	0.000
492	0.000
493	0.000
494	0.000
495	0.000
496	0.000
497	0.000
498	0.000
499	0.000
500	0.000
501	0.000
502	0.000
503	0.000
504	0.000
505	0.000
506	0.000
507	0.000
508	0.000
509	0.000
510	0.000
511	0.000
512	0.000
513	0.000
514	0.000
515	0.000
516	0.000
517	0.000
518	0.000
519	0.000
520	0.000
521	0.000
522	0.000
523	0.000
524	0.000
525	0.000
526	0.000
527	0.000
528	0.000
529	0.000
530	0.000
531	0.000
532	0.000
533	0.000
534	0.000
535	0.000
536	0.000
537	0.000
538	0.000
539	0.000
540	0.000
541	0.000
542	0.000
543	0.000
544	0.000
545	0.000
546	0.000
547	0.000
548	0.000
549	0.000
550	0.000
551	0.000
552	0.000
553	0.000
554	0.000
555	0.000
556	0.000
557	0.000
558	0.000
559	0.000
560	0.000
561	0.000
562	0.000
563	0.000
564	0.000
565	0.000
566	0.000
567	0.000
568	0.000
569	0.000
570	0.000
571	0.000
572	0.000
573	0.000
574	0.000
575	0.000
576	0.000
577	0.000
578	0.000
579	0.000
580	0.000
581	0.000
582	0.000
583	0.000
584	0.000
585	0.000
586	0.000
587	0.000
588	0.000
589	0.000
590	0.000
591	0.000
592	0.000
593	0.000
594	0.000
595	0.000
596	0.000
597	0.000
598	0.000
599	0.000
600	0.000
601	0.000
602	0.000
603	0.000
604	0.000
605	0.000
606	0.000
607	0.000
608	0.000
609	0.000
610	0.000
611	0.000
612	0.000
613	0.000
614	0.000
615	0.000
616	0.000
617	0.000
618	0.000
619	0.000
620	0.000
621	0.000
622	0.000
623	0.000
624	0.000
625	0.000
626	0.000
627	0.000
628	0.000
629	0.000
630	0.000
631	0.000
632	0.000
633	0.000
634	0.000
635	0.000
636	0.000
637	0.000
638	0.000
639	0.000
640	0.000
641	0.000
642	0.000
643	0.000
644	0.000
645	0.000
646	0.000
647	0.000
648	0.000
649	0.000
650	0.000
651	0.000
652	0.000
653	0.000
654	0.000
655	0.000
656	0.000
657	0.000
658	0.000
659	0.000
660	0.000
661	0.000
662	0.000
663	0.000
664	0.000
665	0.000
666	0.000
667	0.000
668	0.000
669	0.000
670	0.000
671	0.000
672	0.000
673	0.000
674	0.000
675	0.000
676	0.000
677	0.000
678	0.000
679	0.000
680	0.000
681	0.000
682	0.000
683	0.000
684	0.000
685	0.000
686	0.000
687	0.000
688	0.000
689	0.000
690	0.000
691	0.000
692	0.000
693	0.000
694	0.000
695	0.000
696	0.000
697	0.000
698	0.000
699	0.000
700	0.000
701	0.000
702	0.000
703	0.000
704	0.000
705	0.000
706	0.000
707	0.000
708	0.000
709	0.000
710	0.000
711	0.000
712	0.000
